Dealer Name,Dealer ID,Invoice Date,Region,Governorate,City,Part Description,Unit Price,Quantity Sold,Total Sales,Operating Profit,Operating Margin
Auto Spare Parts Dealer 33 - Minya,10032,2024-04-17,Greater Cairo,Qalyubia,Shibin El Qanater,ACDelco Engine Oil for Kia,1488.7,8,11909.6,3728.9,31.31
Auto Spare Parts Dealer 31 - Sohag,10030,2024-07-04,Greater Cairo,Cairo,Zeitoun,Champion Alarm System for Toyota 1987-2015,1542.61,8,12340.88,2497.79,20.24
Auto Spare Parts Dealer 13 - Luxor,10012,2023-05-20,Upper Egypt,Minya,Beni Mazar,Philips Alarm System for Chevrolet Half-Truck,2220.72,8,17765.76,5020.6,28.26
Auto Spare Parts Dealer 45 - Ismailia,10044,2022-06-03,Canal Zone,Port Said,Arab,Denso Windshield Wiper for Toyota 1987-2015,211.26,54,11408.04,2450.45,21.48
Auto Spare Parts Dealer 28 - Dakahlia,10027,2022-04-13,Upper Egypt,Luxor,Armant,CASP Regular Bulb for Nissan 1987-2015,177.9,8,1423.2,292.33,20.54
Auto Spare Parts Dealer 7 - Minya,10006,2022-07-19,Canal Zone,Ismailia,Sheikh Zayed,Philips Windshield Wiper for Kia,186.55,21,3917.55,1446.75,36.93
Auto Spare Parts Dealer 11 - Qalyubia,10010,2023-06-14,Greater Cairo,Giza,Haram,Bosch Engine Oil for Nissan 1987-2015,1228.19,9,11053.71,4368.43,39.52
Auto Spare Parts Dealer 18 - Cairo,10017,2024-06-21,Delta,Beheira,Edku,Magneti Marelli Rear Taillight for Chevrolet Half-Truck,641.5,33,21169.5,4983.3,23.54
Auto Spare Parts Dealer 19 - Cairo,10018,2023-02-18,Upper Egypt,Minya,Deir Mawas,NGK Air Filter for Toyota 1987-2015,563.31,20,11266.2,3055.39,27.12
Auto Spare Parts Dealer 13 - Luxor,10012,2024-11-22,Greater Cairo,Giza,Dokki,Bosch Alarm System for Hyundai,1645.32,11,18098.52,6729.03,37.18
Auto Spare Parts Dealer 7 - Minya,10006,2024-09-22,Greater Cairo,Qalyubia,Shibin El Qanater,NGK Windshield Wiper for Chevrolet Half-Truck,290.24,103,29894.72,11174.65,37.38
Auto Spare Parts Dealer 23 - Sohag,10022,2024-12-04,Upper Egypt,Assiut,Qusiya,Denso Battery for Chevrolet Half-Truck,1327.27,15,19909.05,4238.64,21.29
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-08-21,Delta,Sharqia,Bilbeis,Champion Windshield Wiper for Nissan 1987-2015,136.74,23,3145.02,806.07,25.63
Auto Spare Parts Dealer 37 - Beheira,10036,2023-06-03,Upper Egypt,Minya,Beni Mazar,DEPO Regular Bulb for Hyundai,116.49,77,8969.73,2493.58,27.8
Auto Spare Parts Dealer 9 - Dakahlia,10008,2022-01-27,Upper Egypt,Luxor,Qurna,NGK Front Headlight for Chevrolet Half-Truck,744.97,40,29798.8,8182.75,27.46
Auto Spare Parts Dealer 44 - Monufia,10043,2024-09-25,Greater Cairo,Cairo,Gesr El Suez,Champion Windshield Wiper for Nissan 1987-2015,105.5,31,3270.5,1184.58,36.22
Auto Spare Parts Dealer 13 - Luxor,10012,2023-09-24,Canal Zone,Ismailia,Qantara Sharq,Philips Alarm System for Nissan 1987-2015,1620.75,9,14586.75,3699.2,25.36
Auto Spare Parts Dealer 17 - Monufia,10016,2024-12-09,Delta,Beheira,Edku,CASP Alarm System for Chevrolet Half-Truck,1903.92,11,20943.12,5239.97,25.02
Auto Spare Parts Dealer 19 - Cairo,10018,2023-02-11,Upper Egypt,Minya,Mallawi,CASP Regular Bulb for Nissan 1987-2015,73.07,116,8476.12,2454.68,28.96
Auto Spare Parts Dealer 17 - Monufia,10016,2022-02-26,Delta,Beheira,Rashid,DEPO Regular Bulb for Hyundai,123.6,105,12978.0,4415.12,34.02
Auto Spare Parts Dealer 29 - Qalyubia,10028,2022-01-09,Upper Egypt,Minya,Maghaghah,Champion Alarm System for Chevrolet Half-Truck,1551.35,10,15513.5,4387.22,28.28
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-07-09,Greater Cairo,Cairo,Heliopolis,Philips Windshield Wiper for Hyundai,172.4,35,6034.0,2402.14,39.81
Auto Spare Parts Dealer 48 - Minya,10047,2024-05-15,Greater Cairo,Qalyubia,Shibin El Qanater,Valeo Regular Bulb for Chevrolet Half-Truck,107.12,96,10283.52,2586.31,25.15
Auto Spare Parts Dealer 41 - Beheira,10040,2023-03-08,Greater Cairo,Giza,Agouza,CASP Engine Oil for Nissan 1987-2015,1832.43,14,25654.02,7939.92,30.95
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-01-17,Upper Egypt,Aswan,Kom Ombo,Champion Alarm System for Nissan 1987-2015,1836.36,19,34890.84,9410.06,26.97
Auto Spare Parts Dealer 9 - Dakahlia,10008,2023-07-25,Greater Cairo,Qalyubia,Qalyub,NGK Rear Taillight for Toyota 1987-2015,763.53,23,17561.19,5515.97,31.41
Auto Spare Parts Dealer 48 - Minya,10047,2023-02-02,Delta,Beheira,Kafr El Dawar,Champion Brake Pads for Kia,453.56,18,8164.08,2332.48,28.57
Auto Spare Parts Dealer 43 - Dakahlia,10042,2024-02-27,Canal Zone,Port Said,Manakh,Hella Windshield Wiper for Nissan 1987-2015,210.57,8,1684.56,662.37,39.32
Auto Spare Parts Dealer 30 - Dakahlia,10029,2024-07-27,Upper Egypt,Assiut,Abnoub,Hella Regular Bulb for Kia,107.66,109,11734.94,3506.4,29.88
Auto Spare Parts Dealer 8 - Alexandria,10007,2022-10-06,Upper Egypt,Minya,Mallawi,DEPO Regular Bulb for Toyota 1987-2015,138.27,30,4148.1,1360.99,32.81
Auto Spare Parts Dealer 10 - Sharqia,10009,2023-03-08,Greater Cairo,Giza,Dokki,Mobil Windshield Wiper for Toyota 1987-2015,180.59,27,4875.93,1591.02,32.63
Auto Spare Parts Dealer 42 - Alexandria,10041,2024-05-06,Delta,Beheira,Kafr El Dawar,Champion Battery for Kia,2928.22,9,26353.98,8275.15,31.4
Auto Spare Parts Dealer 48 - Minya,10047,2022-05-21,Greater Cairo,Giza,Faisal,Denso Battery for Toyota 1987-2015,1919.53,7,13436.71,4169.41,31.03
Auto Spare Parts Dealer 37 - Beheira,10036,2023-06-03,Upper Egypt,Minya,Beni Mazar,Philips Window Regulator for Toyota 1987-2015,906.54,22,19943.88,4008.72,20.1
Auto Spare Parts Dealer 44 - Monufia,10043,2023-12-14,Alexandria,Alexandria,Montazah,CASP Side Mirror for Toyota 1987-2015,378.95,26,9852.7,2139.02,21.71
Auto Spare Parts Dealer 10 - Sharqia,10009,2022-01-25,Upper Egypt,Sohag,Akhmim,Champion Brake Pads for Toyota 1987-2015,430.71,31,13352.01,3601.04,26.97
Auto Spare Parts Dealer 32 - Monufia,10031,2023-10-29,Upper Egypt,Luxor,Luxor First,NGK Windshield Wiper for Nissan 1987-2015,191.3,8,1530.4,423.77,27.69
Auto Spare Parts Dealer 4 - Dakahlia,10003,2023-06-09,Canal Zone,Ismailia,First District,Champion Windshield Wiper for Hyundai,213.52,73,15586.96,4093.14,26.26
Auto Spare Parts Dealer 31 - Sohag,10030,2022-12-08,Greater Cairo,Qalyubia,Khanka,Hella Battery for Kia,1475.27,8,11802.16,4482.46,37.98
Auto Spare Parts Dealer 33 - Minya,10032,2022-10-21,Greater Cairo,Qalyubia,Shibin El Qanater,Magneti Marelli Engine Oil for Hyundai,1841.4,7,12889.8,4131.18,32.05
Auto Spare Parts Dealer 28 - Dakahlia,10027,2023-09-08,Delta,Beheira,Kafr El Dawar,ACDelco Air Filter for Nissan 1987-2015,328.23,118,38731.14,12459.81,32.17
Auto Spare Parts Dealer 9 - Dakahlia,10008,2023-07-13,Upper Egypt,Luxor,Esna,DEPO Air Filter for Hyundai,402.89,37,14906.93,4591.33,30.8
Auto Spare Parts Dealer 5 - Port Said,10004,2022-02-02,Upper Egypt,Sohag,Girga,Denso HID Bulb for Chevrolet Half-Truck,582.55,9,5242.95,1933.6,36.88
Auto Spare Parts Dealer 40 - Beheira,10039,2023-10-01,Upper Egypt,Aswan,Kom Ombo,Hella Front Headlight for Nissan 1987-2015,989.28,15,14839.2,3463.47,23.34
Auto Spare Parts Dealer 45 - Ismailia,10044,2024-01-29,Delta,Dakahlia,Mansoura,Denso Air Filter for Hyundai,314.43,7,2201.01,587.23,26.68
Auto Spare Parts Dealer 29 - Qalyubia,10028,2022-04-28,Delta,Monufia,Bagour,Valeo Engine Oil for Kia,1677.22,7,11740.54,2860.0,24.36
Auto Spare Parts Dealer 16 - Assiut,10015,2023-12-17,Canal Zone,Port Said,Arab,Hella Air Filter for Toyota 1987-2015,214.65,23,4936.95,1099.46,22.27
Auto Spare Parts Dealer 4 - Dakahlia,10003,2024-06-27,Canal Zone,Port Said,Arab,Valeo Brake Pads for Hyundai,746.36,29,21644.44,6216.28,28.72
Auto Spare Parts Dealer 35 - Assiut,10034,2022-01-11,Delta,Beheira,Rashid,CASP Air Filter for Toyota 1987-2015,547.38,58,31748.04,7308.4,23.02
Auto Spare Parts Dealer 36 - Port Said,10035,2024-03-08,Greater Cairo,Cairo,Nasr City,DEPO Rear Taillight for Toyota 1987-2015,573.28,15,8599.2,3204.06,37.26
Auto Spare Parts Dealer 32 - Monufia,10031,2024-12-29,Delta,Beheira,Abu Hummus,DEPO Engine Oil for Hyundai,1292.2,18,23259.6,7887.33,33.91
Auto Spare Parts Dealer 35 - Assiut,10034,2022-06-26,Canal Zone,Port Said,Sharq,Champion Battery for Toyota 1987-2015,1059.58,20,21191.6,5889.15,27.79
Auto Spare Parts Dealer 37 - Beheira,10036,2023-02-15,Greater Cairo,Cairo,Gesr El Suez,Denso Windshield Wiper for Kia,243.46,10,2434.6,942.92,38.73
Auto Spare Parts Dealer 33 - Minya,10032,2024-11-04,Greater Cairo,Cairo,Shubra,Philips Alarm System for Kia,1606.42,16,25702.72,9849.28,38.32
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-09-04,Delta,Dakahlia,Mansoura,Valeo Windshield Wiper for Toyota 1987-2015,223.31,9,2009.79,605.75,30.14
Auto Spare Parts Dealer 47 - Alexandria,10046,2022-05-16,Greater Cairo,Giza,Haram,CASP Regular Bulb for Toyota 1987-2015,154.11,143,22037.73,8204.65,37.23
Auto Spare Parts Dealer 23 - Sohag,10022,2023-03-18,Delta,Beheira,Damanhour,Philips Battery for Chevrolet Half-Truck,1369.89,7,9589.23,2719.51,28.36
Auto Spare Parts Dealer 44 - Monufia,10043,2022-12-11,Canal Zone,Ismailia,Arbaeen,NGK Air Filter for Hyundai,256.67,31,7956.77,3155.65,39.66
Auto Spare Parts Dealer 31 - Sohag,10030,2024-12-25,Greater Cairo,Cairo,Heliopolis,ACDelco Windshield Wiper for Hyundai,218.65,15,3279.75,915.71,27.92
Auto Spare Parts Dealer 17 - Monufia,10016,2022-09-04,Greater Cairo,Qalyubia,Shibin El Qanater,Bosch Regular Bulb for Nissan 1987-2015,146.44,75,10983.0,3688.09,33.58
Auto Spare Parts Dealer 48 - Minya,10047,2022-05-30,Upper Egypt,Assiut,Abnoub,DEPO Alarm System for Chevrolet Half-Truck,1832.86,10,18328.6,5392.27,29.42
Auto Spare Parts Dealer 3 - Cairo,10002,2022-08-14,Greater Cairo,Giza,Dokki,Bosch Brake Cylinder for Chevrolet Half-Truck,1268.38,12,15220.56,4012.14,26.36
Auto Spare Parts Dealer 3 - Cairo,10002,2022-08-14,Greater Cairo,Giza,Dokki,Philips HID Bulb for Chevrolet Half-Truck,595.63,32,19060.16,5744.73,30.14
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-03-29,Canal Zone,Port Said,Arab,ACDelco Windshield Wiper for Chevrolet Half-Truck,264.69,32,8470.08,3034.83,35.83
Auto Spare Parts Dealer 20 - Sharqia,10019,2022-09-06,Delta,Sharqia,Bilbeis,Denso Alarm System for Chevrolet Half-Truck,1588.77,7,11121.39,4216.12,37.91
Auto Spare Parts Dealer 47 - Alexandria,10046,2023-04-14,Canal Zone,Port Said,Arab,Mobil Regular Bulb for Toyota 1987-2015,77.19,84,6483.96,2056.06,31.71
Auto Spare Parts Dealer 5 - Port Said,10004,2022-12-27,Upper Egypt,Luxor,Armant,Hella Windshield Wiper for Nissan 1987-2015,129.48,77,9969.96,3909.22,39.21
Auto Spare Parts Dealer 13 - Luxor,10012,2023-11-06,Canal Zone,Ismailia,Arbaeen,ACDelco Battery for Hyundai,2824.77,7,19773.39,6999.78,35.4
Auto Spare Parts Dealer 3 - Cairo,10002,2024-07-17,Greater Cairo,Giza,Agouza,Denso Engine Oil for Toyota 1987-2015,1841.61,14,25782.54,9903.07,38.41
Auto Spare Parts Dealer 25 - Cairo,10024,2023-09-15,Greater Cairo,Qalyubia,Qalyub,Denso Alarm System for Nissan 1987-2015,1588.66,7,11120.62,4043.46,36.36
Auto Spare Parts Dealer 21 - Minya,10020,2024-11-06,Delta,Sharqia,Zagazig,Champion Air Filter for Chevrolet Half-Truck,338.87,39,13215.93,3170.5,23.99
Auto Spare Parts Dealer 17 - Monufia,10016,2024-11-24,Upper Egypt,Assiut,Abnoub,Denso Regular Bulb for Kia,57.98,45,2609.1,550.26,21.09
Auto Spare Parts Dealer 47 - Alexandria,10046,2023-03-28,Delta,Dakahlia,Bilqas,Philips Alarm System for Toyota 1987-2015,2092.79,12,25113.48,5560.12,22.14
Auto Spare Parts Dealer 4 - Dakahlia,10003,2022-05-05,Upper Egypt,Sohag,Sohag First,CASP Regular Bulb for Toyota 1987-2015,159.96,146,23354.16,7769.93,33.27
Auto Spare Parts Dealer 10 - Sharqia,10009,2022-08-18,Delta,Beheira,Edku,CASP Front Headlight for Nissan 1987-2015,1417.51,23,32602.73,7443.2,22.83
Auto Spare Parts Dealer 37 - Beheira,10036,2023-03-18,Delta,Monufia,Menouf,Hella Windshield Wiper for Nissan 1987-2015,108.03,69,7454.07,1680.89,22.55
Auto Spare Parts Dealer 30 - Dakahlia,10029,2022-05-14,Delta,Sharqia,Minya Al Qamh,CASP Side Mirror for Chevrolet Half-Truck,429.15,13,5578.95,1602.27,28.72
Auto Spare Parts Dealer 48 - Minya,10047,2022-09-18,Upper Egypt,Assiut,Qusiya,Bosch Air Filter for Kia,272.07,29,7890.03,1830.49,23.2
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-08-19,Upper Egypt,Luxor,Luxor First,Philips Window Regulator for Chevrolet Half-Truck,860.49,28,24093.72,9133.93,37.91
Auto Spare Parts Dealer 18 - Cairo,10017,2023-07-31,Upper Egypt,Assiut,Assiut First,Bosch Regular Bulb for Chevrolet Half-Truck,133.16,22,2929.52,775.15,26.46
Auto Spare Parts Dealer 22 - Minya,10021,2024-11-15,Delta,Beheira,Edku,ACDelco Air Filter for Nissan 1987-2015,241.92,47,11370.24,4467.37,39.29
Auto Spare Parts Dealer 24 - Assiut,10023,2024-01-23,Greater Cairo,Qalyubia,Khanka,Champion Regular Bulb for Nissan 1987-2015,77.56,119,9229.64,2414.47,26.16
Auto Spare Parts Dealer 46 - Port Said,10045,2022-06-07,Upper Egypt,Aswan,Aswan First,NGK Regular Bulb for Nissan 1987-2015,135.0,106,14310.0,4799.57,33.54
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-10-31,Canal Zone,Port Said,Dawahi,Denso Air Filter for Chevrolet Half-Truck,316.97,25,7924.25,1693.41,21.37
Auto Spare Parts Dealer 10 - Sharqia,10009,2023-10-05,Alexandria,Alexandria,Smouha,Philips Regular Bulb for Chevrolet Half-Truck,101.62,36,3658.32,1018.11,27.83
Auto Spare Parts Dealer 42 - Alexandria,10041,2024-11-26,Canal Zone,Ismailia,Sheikh Zayed,Denso Regular Bulb for Chevrolet Half-Truck,181.76,7,1272.32,397.35,31.23
Auto Spare Parts Dealer 23 - Sohag,10022,2024-08-04,Greater Cairo,Qalyubia,Banha,DEPO Air Filter for Toyota 1987-2015,482.93,10,4829.3,1538.13,31.85
Auto Spare Parts Dealer 45 - Ismailia,10044,2024-05-07,Upper Egypt,Luxor,Qurna,Champion Windshield Wiper for Kia,152.83,62,9475.46,2333.81,24.63
Auto Spare Parts Dealer 18 - Cairo,10017,2022-02-20,Greater Cairo,Cairo,Nasr City,Denso Windshield Wiper for Hyundai,102.03,85,8672.55,2200.23,25.37
Auto Spare Parts Dealer 44 - Monufia,10043,2024-03-28,Delta,Beheira,Edku,Philips Brake Pads for Chevrolet Half-Truck,739.89,40,29595.6,11343.99,38.33
Auto Spare Parts Dealer 30 - Dakahlia,10029,2023-08-11,Greater Cairo,Qalyubia,Shibin El Qanater,DEPO Windshield Wiper for Toyota 1987-2015,107.72,33,3554.76,1109.09,31.2
Auto Spare Parts Dealer 30 - Dakahlia,10029,2023-03-14,Greater Cairo,Giza,Dokki,NGK Windshield Wiper for Toyota 1987-2015,118.68,67,7951.56,2660.59,33.46
Auto Spare Parts Dealer 33 - Minya,10032,2023-03-17,Delta,Sharqia,Minya Al Qamh,ACDelco Regular Bulb for Chevrolet Half-Truck,142.28,134,19065.52,4562.38,23.93
Auto Spare Parts Dealer 48 - Minya,10047,2024-12-11,Upper Egypt,Minya,Beni Mazar,Denso Regular Bulb for Hyundai,65.89,149,9817.61,2926.63,29.81
Auto Spare Parts Dealer 24 - Assiut,10023,2023-02-27,Upper Egypt,Luxor,Armant,NGK Windshield Wiper for Chevrolet Half-Truck,158.3,125,19787.5,6893.97,34.84
Auto Spare Parts Dealer 10 - Sharqia,10009,2023-10-08,Delta,Dakahlia,Bilqas,Valeo Side Mirror for Chevrolet Half-Truck,915.07,13,11895.91,3422.45,28.77
Auto Spare Parts Dealer 47 - Alexandria,10046,2022-02-17,Alexandria,Alexandria,Montazah,CASP Side Mirror for Hyundai,914.49,9,8230.41,2849.37,34.62
Auto Spare Parts Dealer 37 - Beheira,10036,2023-03-24,Upper Egypt,Assiut,Dayrout,ACDelco Regular Bulb for Kia,79.43,52,4130.36,1483.63,35.92
Auto Spare Parts Dealer 5 - Port Said,10004,2022-10-22,Upper Egypt,Minya,Mallawi,ACDelco Alarm System for Toyota 1987-2015,1936.75,7,13557.25,3213.07,23.7
Auto Spare Parts Dealer 31 - Sohag,10030,2022-01-06,Upper Egypt,Minya,Maghaghah,Champion Regular Bulb for Chevrolet Half-Truck,99.4,53,5268.2,1578.35,29.96
Auto Spare Parts Dealer 19 - Cairo,10018,2022-05-30,Upper Egypt,Aswan,Kom Ombo,Champion Alarm System for Hyundai,1551.68,11,17068.48,6578.19,38.54
Auto Spare Parts Dealer 9 - Dakahlia,10008,2023-07-02,Upper Egypt,Aswan,Kom Ombo,DEPO Regular Bulb for Toyota 1987-2015,68.48,78,5341.44,1351.38,25.3
Auto Spare Parts Dealer 23 - Sohag,10022,2022-01-04,Upper Egypt,Minya,Maghaghah,Mobil Windshield Wiper for Toyota 1987-2015,237.28,47,11152.16,4455.29,39.95
Auto Spare Parts Dealer 40 - Beheira,10039,2024-01-24,Delta,Monufia,Bagour,Mobil Front Headlight for Nissan 1987-2015,543.56,42,22829.52,8880.68,38.9
Auto Spare Parts Dealer 38 - Aswan,10037,2024-07-19,Upper Egypt,Minya,Mallawi,Bosch Engine Oil for Kia,1214.78,8,9718.24,2661.83,27.39
Auto Spare Parts Dealer 22 - Minya,10021,2022-08-22,Alexandria,Alexandria,Glim,CASP Brake Pads for Nissan 1987-2015,484.57,22,10660.54,2174.75,20.4
Auto Spare Parts Dealer 37 - Beheira,10036,2023-10-29,Upper Egypt,Luxor,Armant,NGK Rear Taillight for Kia,638.43,21,13407.03,4022.11,30.0
Auto Spare Parts Dealer 8 - Alexandria,10007,2023-12-19,Canal Zone,Ismailia,First District,Denso Side Mirror for Hyundai,733.23,7,5132.61,1924.73,37.5
Auto Spare Parts Dealer 9 - Dakahlia,10008,2022-05-21,Delta,Sharqia,Zagazig,Hella Rear Taillight for Toyota 1987-2015,740.42,18,13327.56,3382.53,25.38
Auto Spare Parts Dealer 37 - Beheira,10036,2023-11-25,Delta,Beheira,Kafr El Dawar,CASP Engine Oil for Kia,1453.14,10,14531.4,5511.76,37.93
Auto Spare Parts Dealer 7 - Minya,10006,2022-11-23,Upper Egypt,Aswan,Nasr Nubia,ACDelco Rear Taillight for Nissan 1987-2015,575.18,8,4601.44,1231.81,26.77
Auto Spare Parts Dealer 13 - Luxor,10012,2024-10-24,Delta,Beheira,Rashid,Valeo Battery for Hyundai,1933.94,12,23207.28,7683.93,33.11
Auto Spare Parts Dealer 6 - Minya,10005,2024-02-10,Upper Egypt,Minya,Maghaghah,Valeo Regular Bulb for Chevrolet Half-Truck,183.35,118,21635.3,6168.22,28.51
Auto Spare Parts Dealer 33 - Minya,10032,2023-07-24,Upper Egypt,Assiut,Manfalout,Denso Battery for Nissan 1987-2015,1422.12,12,17065.44,5735.69,33.61
Auto Spare Parts Dealer 30 - Dakahlia,10029,2023-07-24,Greater Cairo,Qalyubia,Qalyub,ACDelco Alarm System for Toyota 1987-2015,2054.37,11,22598.07,9034.71,39.98
Auto Spare Parts Dealer 5 - Port Said,10004,2023-02-13,Greater Cairo,Cairo,Shubra,DEPO Regular Bulb for Nissan 1987-2015,86.28,104,8973.12,3070.6,34.22
Auto Spare Parts Dealer 8 - Alexandria,10007,2023-12-26,Alexandria,Alexandria,Smouha,Bosch Rear Taillight for Nissan 1987-2015,665.24,41,27274.84,8089.72,29.66
Auto Spare Parts Dealer 5 - Port Said,10004,2024-12-23,Greater Cairo,Qalyubia,Banha,Valeo Windshield Wiper for Nissan 1987-2015,112.39,50,5619.5,1751.6,31.17
Auto Spare Parts Dealer 5 - Port Said,10004,2023-04-15,Delta,Monufia,Quesna,ACDelco Side Mirror for Toyota 1987-2015,331.76,70,23223.2,5469.06,23.55
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-07-09,Greater Cairo,Cairo,Heliopolis,Bosch Brake Cylinder for Nissan 1987-2015,729.54,37,26992.98,10640.63,39.42
Auto Spare Parts Dealer 38 - Aswan,10037,2022-08-01,Delta,Monufia,Quesna,NGK Alarm System for Hyundai,1875.82,15,28137.3,10526.16,37.41
Auto Spare Parts Dealer 30 - Dakahlia,10029,2023-12-17,Greater Cairo,Giza,Agouza,ACDelco Brake Pads for Kia,643.95,48,30909.6,7010.3,22.68
Auto Spare Parts Dealer 26 - Sohag,10025,2024-11-24,Canal Zone,Port Said,Manakh,Valeo Alarm System for Chevrolet Half-Truck,1694.36,13,22026.68,4815.03,21.86
Auto Spare Parts Dealer 17 - Monufia,10016,2024-12-09,Delta,Beheira,Edku,Denso Brake Cylinder for Kia,859.53,7,6016.71,1753.87,29.15
Auto Spare Parts Dealer 21 - Minya,10020,2023-02-03,Delta,Monufia,Quesna,ACDelco Windshield Wiper for Chevrolet Half-Truck,144.39,97,14005.83,3972.05,28.36
Auto Spare Parts Dealer 32 - Monufia,10031,2024-04-05,Upper Egypt,Sohag,Maragha,Hella Regular Bulb for Hyundai,100.12,16,1601.92,514.7,32.13
Auto Spare Parts Dealer 41 - Beheira,10040,2023-03-08,Greater Cairo,Giza,Agouza,Bosch Engine Oil for Toyota 1987-2015,1972.15,7,13805.05,4069.73,29.48
Auto Spare Parts Dealer 6 - Minya,10005,2023-02-15,Delta,Dakahlia,Talkha,ACDelco Window Regulator for Kia,568.64,29,16490.56,3710.38,22.5
Auto Spare Parts Dealer 42 - Alexandria,10041,2023-01-30,Canal Zone,Ismailia,Arbaeen,CASP Rear Taillight for Nissan 1987-2015,465.04,10,4650.4,1194.69,25.69
Auto Spare Parts Dealer 4 - Dakahlia,10003,2022-04-24,Greater Cairo,Giza,Imbaba,Philips Battery for Kia,2076.81,11,22844.91,8802.14,38.53
Auto Spare Parts Dealer 14 - Sohag,10013,2022-11-01,Upper Egypt,Aswan,Kom Ombo,Champion Alarm System for Chevrolet Half-Truck,2198.55,11,24184.05,6399.1,26.46
Auto Spare Parts Dealer 13 - Luxor,10012,2023-08-29,Delta,Dakahlia,Bilqas,Valeo Battery for Kia,1771.77,10,17717.7,5313.54,29.99
Auto Spare Parts Dealer 2 - Sharqia,10001,2024-01-26,Canal Zone,Port Said,Arab,Mobil Air Filter for Nissan 1987-2015,227.55,119,27078.45,8537.84,31.53
Auto Spare Parts Dealer 26 - Sohag,10025,2022-11-11,Delta,Monufia,Menouf,ACDelco Air Filter for Nissan 1987-2015,459.64,41,18845.24,5510.35,29.24
Auto Spare Parts Dealer 29 - Qalyubia,10028,2024-10-04,Upper Egypt,Luxor,Esna,Mobil Windshield Wiper for Nissan 1987-2015,122.19,57,6964.83,2732.3,39.23
Auto Spare Parts Dealer 21 - Minya,10020,2023-09-18,Delta,Beheira,Kafr El Dawar,Denso Regular Bulb for Toyota 1987-2015,86.37,19,1641.03,339.04,20.66
Auto Spare Parts Dealer 26 - Sohag,10025,2023-09-12,Delta,Dakahlia,Talkha,Denso Battery for Kia,1282.41,13,16671.33,5951.66,35.7
Auto Spare Parts Dealer 28 - Dakahlia,10027,2022-04-13,Upper Egypt,Luxor,Armant,ACDelco Windshield Wiper for Nissan 1987-2015,193.92,60,11635.2,4570.31,39.28
Auto Spare Parts Dealer 5 - Port Said,10004,2024-02-08,Upper Egypt,Minya,Samalut,Magneti Marelli Brake Pads for Hyundai,640.0,8,5120.0,1186.3,23.17
Auto Spare Parts Dealer 29 - Qalyubia,10028,2022-04-28,Delta,Monufia,Bagour,Hella Rear Taillight for Nissan 1987-2015,542.31,22,11930.82,3857.23,32.33
Auto Spare Parts Dealer 26 - Sohag,10025,2024-04-30,Upper Egypt,Assiut,Qusiya,Mobil Rear Taillight for Chevrolet Half-Truck,495.88,47,23306.36,5938.46,25.48
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-06-02,Canal Zone,Ismailia,Arbaeen,Hella Regular Bulb for Chevrolet Half-Truck,125.08,50,6254.0,2103.22,33.63
Auto Spare Parts Dealer 33 - Minya,10032,2023-01-06,Upper Egypt,Luxor,Armant,NGK Rear Taillight for Hyundai,415.16,9,3736.44,849.29,22.73
Auto Spare Parts Dealer 2 - Sharqia,10001,2023-01-21,Upper Egypt,Minya,Beni Mazar,Mobil Brake Pads for Toyota 1987-2015,435.92,38,16564.96,4585.18,27.68
